Game,Round,IsSwiss,Player,User,Score,Status
314663,14,final,Red,"Akhil Konduru",1,LOSE
314663,14,final,Blue,"Jorik Mandemaker",21,WIN
314664,14,final,Red,"Jorik Mandemaker",21,WIN
314664,14,final,Blue,"Akhil Konduru",1,LOSE
314665,14,final,Red,"Bas van der Ven",1,LOSE
314665,14,final,Blue,"Mark ter Brugge",21,WIN
314666,14,final,Red,"Mark ter Brugge",21,WIN
314666,14,final,Blue,"Bas van der Ven",1,LOSE
314667,14,final,Red,"Emil Riedeman",1,LOSE
314667,14,final,Blue,"Maks Verver",21,WIN
314668,14,final,Red,"Maks Verver",21,WIN
314668,14,final,Blue,"Emil Riedeman",1,LOSE
314669,14,final,Red,"Jan Nunnink",1,LOSE
314669,14,final,Blue,"Marc Oldenhof",21,WIN
314670,14,final,Red,"Marc Oldenhof",21,WIN
314670,14,final,Blue,"Jan Nunnink",1,LOSE
314671,14,final,Red,"Tapani Utriainen",21,WIN
314671,14,final,Blue,"Peter van den Brand",1,LOSE
314672,14,final,Red,"Peter van den Brand",1,LOSE
314672,14,final,Blue,"Tapani Utriainen",21,WIN
314673,14,final,Red,"Louis Verhaard",21,WIN
314673,14,final,Blue,"Marcel Vlastuin",1,LOSE
314674,14,final,Red,"Marcel Vlastuin",1,LOSE
314674,14,final,Blue,"Louis Verhaard",21,WIN
314675,14,final,Red,"Nikita Kurgin",21,WIN
314675,14,final,Blue,"Matthijs Tijink",0,TIMEOUT
314676,14,final,Red,"Matthijs Tijink",0,TIMEOUT
314676,14,final,Blue,"Nikita Kurgin",21,WIN
314677,14,final,Red,"Alvaro Begue",1,LOSE
314677,14,final,Blue,"Niklas Een",21,WIN
314678,14,final,Red,"Niklas Een",21,WIN
314678,14,final,Blue,"Alvaro Begue",1,LOSE
314679,15,final,Red,"Alan Ansell",21,WIN
314679,15,final,Blue,"Marty McScan",1,LOSE
314680,15,final,Red,"Marty McScan",1,LOSE
314680,15,final,Blue,"Alan Ansell",21,WIN
314681,15,final,Red,"Abdessamad El Kasimi",21,WIN
314681,15,final,Blue,"Jelle van der Drift",1,LOSE
314682,15,final,Red,"Jelle van der Drift",1,LOSE
314682,15,final,Blue,"Abdessamad El Kasimi",21,WIN
314683,15,final,Red,"Jelle van Cappelle",1,LOSE
314683,15,final,Blue,"Fakih Karademir",21,WIN
314684,15,final,Red,"Fakih Karademir",21,WIN
314684,15,final,Blue,"Jelle van Cappelle",1,LOSE
314685,15,final,Red,"Rhythmay Girdhar",1,LOSE
314685,15,final,Blue,"Arco Voets",21,WIN
314686,15,final,Red,"Arco Voets",0,EXIT
314686,15,final,Blue,"Rhythmay Girdhar",21,WIN
314687,15,final,Red,"Pieter Marsman",21,WIN
314687,15,final,Blue,"Jorik Mandemaker",1,LOSE
314688,15,final,Red,"Jorik Mandemaker",21,WIN
314688,15,final,Blue,"Pieter Marsman",1,LOSE
314689,15,final,Red,"Rens van der Avoird",1,LOSE
314689,15,final,Blue,"Mark ter Brugge",21,WIN
314690,15,final,Red,"Mark ter Brugge",21,WIN
314690,15,final,Blue,"Rens van der Avoird",1,LOSE
314691,15,final,Red,"Akhil Konduru",1,LOSE
314691,15,final,Blue,"Maks Verver",21,WIN
314692,15,final,Red,"Maks Verver",21,WIN
314692,15,final,Blue,"Akhil Konduru",1,LOSE
314693,15,final,Red,"Bas van der Ven",1,LOSE
314693,15,final,Blue,"Marc Oldenhof",21,WIN
314694,15,final,Red,"Marc Oldenhof",21,WIN
314694,15,final,Blue,"Bas van der Ven",1,LOSE
314695,15,final,Red,"Emil Riedeman",1,LOSE
314695,15,final,Blue,"Peter van den Brand",21,WIN
314696,15,final,Red,"Peter van den Brand",21,WIN
314696,15,final,Blue,"Emil Riedeman",1,LOSE
314697,15,final,Red,"Jan Nunnink",1,LOSE
314697,15,final,Blue,"Marcel Vlastuin",21,WIN
314698,15,final,Red,"Marcel Vlastuin",21,WIN
314698,15,final,Blue,"Jan Nunnink",1,LOSE
314699,15,final,Red,"Tapani Utriainen",21,WIN
314699,15,final,Blue,"Matthijs Tijink",0,TIMEOUT
314700,15,final,Red,"Matthijs Tijink",0,TIMEOUT
314700,15,final,Blue,"Tapani Utriainen",21,WIN
314701,15,final,Red,"Louis Verhaard",21,WIN
314701,15,final,Blue,"Niklas Een",1,LOSE
314702,15,final,Red,"Niklas Een",1,LOSE
314702,15,final,Blue,"Louis Verhaard",21,WIN
314703,15,final,Red,"Nikita Kurgin",21,WIN
314703,15,final,Blue,"Alvaro Begue",1,LOSE
314704,15,final,Red,"Alvaro Begue",1,LOSE
314704,15,final,Blue,"Nikita Kurgin",21,WIN
314705,16,final,Red,"Alan Ansell",21,WIN
314705,16,final,Blue,"Jelle van der Drift",1,LOSE
314706,16,final,Red,"Jelle van der Drift",1,LOSE
314706,16,final,Blue,"Alan Ansell",21,WIN
314707,16,final,Red,"Marty McScan",21,WIN
314707,16,final,Blue,"Fakih Karademir",1,LOSE
314708,16,final,Red,"Fakih Karademir",1,LOSE
314708,16,final,Blue,"Marty McScan",21,WIN
314709,16,final,Red,"Abdessamad El Kasimi",21,WIN
314709,16,final,Blue,"Arco Voets",0,TIMEOUT
314710,16,final,Red,"Arco Voets",1,LOSE
314710,16,final,Blue,"Abdessamad El Kasimi",21,WIN
314711,16,final,Red,"Jelle van Cappelle",1,LOSE
314711,16,final,Blue,"Jorik Mandemaker",21,WIN
314712,16,final,Red,"Jorik Mandemaker",21,WIN
314712,16,final,Blue,"Jelle van Cappelle",1,LOSE
314713,16,final,Red,"Rhythmay Girdhar",1,LOSE
314713,16,final,Blue,"Mark ter Brugge",21,WIN
314714,16,final,Red,"Mark ter Brugge",0,ILLEGAL
314714,16,final,Blue,"Rhythmay Girdhar",21,WIN
314715,16,final,Red,"Pieter Marsman",21,WIN
314715,16,final,Blue,"Maks Verver",1,LOSE
314716,16,final,Red,"Maks Verver",21,WIN
314716,16,final,Blue,"Pieter Marsman",1,LOSE
314717,16,final,Red,"Rens van der Avoird",1,LOSE
314717,16,final,Blue,"Marc Oldenhof",21,WIN
314718,16,final,Red,"Marc Oldenhof",1,LOSE
314718,16,final,Blue,"Rens van der Avoird",21,WIN
314719,16,final,Red,"Akhil Konduru",1,LOSE
314719,16,final,Blue,"Peter van den Brand",21,WIN
314720,16,final,Red,"Peter van den Brand",21,WIN
314720,16,final,Blue,"Akhil Konduru",1,LOSE
314721,16,final,Red,"Bas van der Ven",1,LOSE
314721,16,final,Blue,"Marcel Vlastuin",21,WIN
314722,16,final,Red,"Marcel Vlastuin",21,WIN
314722,16,final,Blue,"Bas van der Ven",1,LOSE
314723,16,final,Red,"Emil Riedeman",1,LOSE
314723,16,final,Blue,"Matthijs Tijink",21,WIN
314724,16,final,Red,"Matthijs Tijink",21,WIN
314724,16,final,Blue,"Emil Riedeman",1,LOSE
314725,16,final,Red,"Jan Nunnink",1,LOSE
314725,16,final,Blue,"Niklas Een",21,WIN
314726,16,final,Red,"Niklas Een",21,WIN
314726,16,final,Blue,"Jan Nunnink",1,LOSE
314727,16,final,Red,"Tapani Utriainen",1,LOSE
314727,16,final,Blue,"Alvaro Begue",21,WIN
314728,16,final,Red,"Alvaro Begue",21,WIN
314728,16,final,Blue,"Tapani Utriainen",1,LOSE
314729,16,final,Red,"Louis Verhaard",21,WIN
314729,16,final,Blue,"Nikita Kurgin",1,LOSE
314730,16,final,Red,"Nikita Kurgin",21,WIN
314730,16,final,Blue,"Louis Verhaard",1,LOSE
314731,17,final,Red,"Alan Ansell",21,WIN
314731,17,final,Blue,"Fakih Karademir",1,LOSE
314732,17,final,Red,"Fakih Karademir",1,LOSE
314732,17,final,Blue,"Alan Ansell",21,WIN
314733,17,final,Red,"Jelle van der Drift",1,LOSE
314733,17,final,Blue,"Arco Voets",21,WIN
314734,17,final,Red,"Arco Voets",21,WIN
314734,17,final,Blue,"Jelle van der Drift",1,LOSE
314735,17,final,Red,"Marty McScan",21,WIN
314735,17,final,Blue,"Jorik Mandemaker",1,LOSE
314736,17,final,Red,"Jorik Mandemaker",1,LOSE
314736,17,final,Blue,"Marty McScan",21,WIN
314737,17,final,Red,"Abdessamad El Kasimi",1,LOSE
314737,17,final,Blue,"Mark ter Brugge",21,WIN
314738,17,final,Red,"Mark ter Brugge",21,WIN
314738,17,final,Blue,"Abdessamad El Kasimi",1,LOSE
314739,17,final,Red,"Jelle van Cappelle",1,LOSE
314739,17,final,Blue,"Maks Verver",21,WIN
314740,17,final,Red,"Maks Verver",21,WIN
314740,17,final,Blue,"Jelle van Cappelle",1,LOSE
314741,17,final,Red,"Rhythmay Girdhar",1,LOSE
314741,17,final,Blue,"Marc Oldenhof",21,WIN
314742,17,final,Red,"Marc Oldenhof",21,WIN
314742,17,final,Blue,"Rhythmay Girdhar",1,LOSE
314743,17,final,Red,"Pieter Marsman",1,LOSE
314743,17,final,Blue,"Peter van den Brand",21,WIN
314744,17,final,Red,"Peter van den Brand",21,WIN
314744,17,final,Blue,"Pieter Marsman",1,LOSE
314745,17,final,Red,"Rens van der Avoird",21,WIN
314745,17,final,Blue,"Marcel Vlastuin",1,LOSE
314746,17,final,Red,"Marcel Vlastuin",1,LOSE
314746,17,final,Blue,"Rens van der Avoird",21,WIN
314747,17,final,Red,"Akhil Konduru",1,LOSE
314747,17,final,Blue,"Matthijs Tijink",21,WIN
314748,17,final,Red,"Matthijs Tijink",21,WIN
314748,17,final,Blue,"Akhil Konduru",1,LOSE
314749,17,final,Red,"Bas van der Ven",1,LOSE
314749,17,final,Blue,"Niklas Een",21,WIN
314750,17,final,Red,"Niklas Een",21,WIN
314750,17,final,Blue,"Bas van der Ven",1,LOSE
314751,17,final,Red,"Emil Riedeman",1,LOSE
314751,17,final,Blue,"Alvaro Begue",21,WIN
314752,17,final,Red,"Alvaro Begue",21,WIN
314752,17,final,Blue,"Emil Riedeman",1,LOSE
314753,17,final,Red,"Jan Nunnink",1,LOSE
314753,17,final,Blue,"Nikita Kurgin",21,WIN
314754,17,final,Red,"Nikita Kurgin",21,WIN
314754,17,final,Blue,"Jan Nunnink",1,LOSE
314755,17,final,Red,"Tapani Utriainen",1,LOSE
314755,17,final,Blue,"Louis Verhaard",21,WIN
314756,17,final,Red,"Louis Verhaard",21,WIN
314756,17,final,Blue,"Tapani Utriainen",1,LOSE
314757,18,final,Red,"Alan Ansell",21,WIN
314757,18,final,Blue,"Arco Voets",1,LOSE
314758,18,final,Red,"Arco Voets",1,LOSE
314758,18,final,Blue,"Alan Ansell",21,WIN
314759,18,final,Red,"Fakih Karademir",1,LOSE
314759,18,final,Blue,"Jorik Mandemaker",21,WIN
314760,18,final,Red,"Jorik Mandemaker",21,WIN
314760,18,final,Blue,"Fakih Karademir",1,LOSE
314761,18,final,Red,"Jelle van der Drift",21,WIN
314761,18,final,Blue,"Mark ter Brugge",1,LOSE
314762,18,final,Red,"Mark ter Brugge",21,WIN
314762,18,final,Blue,"Jelle van der Drift",1,LOSE
314763,18,final,Red,"Marty McScan",1,LOSE
314763,18,final,Blue,"Maks Verver",21,WIN
314764,18,final,Red,"Maks Verver",21,WIN
314764,18,final,Blue,"Marty McScan",1,LOSE
314765,18,final,Red,"Abdessamad El Kasimi",1,LOSE
314765,18,final,Blue,"Marc Oldenhof",21,WIN
314766,18,final,Red,"Marc Oldenhof",21,WIN
314766,18,final,Blue,"Abdessamad El Kasimi",1,LOSE
314767,18,final,Red,"Jelle van Cappelle",1,LOSE
314767,18,final,Blue,"Peter van den Brand",21,WIN
314768,18,final,Red,"Peter van den Brand",21,WIN
314768,18,final,Blue,"Jelle van Cappelle",1,LOSE
314769,18,final,Red,"Rhythmay Girdhar",1,LOSE
314769,18,final,Blue,"Marcel Vlastuin",21,WIN
314770,18,final,Red,"Marcel Vlastuin",21,WIN
314770,18,final,Blue,"Rhythmay Girdhar",1,LOSE
314771,18,final,Red,"Pieter Marsman",21,WIN
314771,18,final,Blue,"Matthijs Tijink",0,TIMEOUT
314772,18,final,Red,"Matthijs Tijink",21,WIN
314772,18,final,Blue,"Pieter Marsman",1,LOSE
314773,18,final,Red,"Rens van der Avoird",1,LOSE
314773,18,final,Blue,"Niklas Een",21,WIN
314774,18,final,Red,"Niklas Een",21,WIN
314774,18,final,Blue,"Rens van der Avoird",1,LOSE
314775,18,final,Red,"Akhil Konduru",1,LOSE
314775,18,final,Blue,"Alvaro Begue",21,WIN
314776,18,final,Red,"Alvaro Begue",21,WIN
314776,18,final,Blue,"Akhil Konduru",1,LOSE
314777,18,final,Red,"Bas van der Ven",1,LOSE
314777,18,final,Blue,"Nikita Kurgin",21,WIN
314778,18,final,Red,"Nikita Kurgin",21,WIN
314778,18,final,Blue,"Bas van der Ven",1,LOSE
314779,18,final,Red,"Emil Riedeman",1,LOSE
314779,18,final,Blue,"Louis Verhaard",21,WIN
314780,18,final,Red,"Louis Verhaard",21,WIN
314780,18,final,Blue,"Emil Riedeman",1,LOSE
314781,18,final,Red,"Jan Nunnink",1,LOSE
314781,18,final,Blue,"Tapani Utriainen",21,WIN
314782,18,final,Red,"Tapani Utriainen",21,WIN
314782,18,final,Blue,"Jan Nunnink",1,LOSE
314783,19,final,Red,"Alan Ansell",21,WIN
314783,19,final,Blue,"Jorik Mandemaker",1,LOSE
314784,19,final,Red,"Jorik Mandemaker",1,LOSE
314784,19,final,Blue,"Alan Ansell",21,WIN
314785,19,final,Red,"Arco Voets",21,WIN
314785,19,final,Blue,"Mark ter Brugge",1,LOSE
314786,19,final,Red,"Mark ter Brugge",21,WIN
314786,19,final,Blue,"Arco Voets",1,LOSE
314787,19,final,Red,"Fakih Karademir",1,LOSE
314787,19,final,Blue,"Maks Verver",21,WIN
314788,19,final,Red,"Maks Verver",21,WIN
314788,19,final,Blue,"Fakih Karademir",1,LOSE
314789,19,final,Red,"Jelle van der Drift",1,LOSE
314789,19,final,Blue,"Marc Oldenhof",21,WIN
314790,19,final,Red,"Marc Oldenhof",21,WIN
314790,19,final,Blue,"Jelle van der Drift",1,LOSE
314791,19,final,Red,"Marty McScan",1,LOSE
314791,19,final,Blue,"Peter van den Brand",21,WIN
314792,19,final,Red,"Peter van den Brand",21,WIN
314792,19,final,Blue,"Marty McScan",1,LOSE
314793,19,final,Red,"Abdessamad El Kasimi",21,WIN
314793,19,final,Blue,"Marcel Vlastuin",1,LOSE
314794,19,final,Red,"Marcel Vlastuin",1,LOSE
314794,19,final,Blue,"Abdessamad El Kasimi",21,WIN
314795,19,final,Red,"Jelle van Cappelle",1,LOSE
314795,19,final,Blue,"Matthijs Tijink",21,WIN
314796,19,final,Red,"Matthijs Tijink",21,WIN
314796,19,final,Blue,"Jelle van Cappelle",1,LOSE
314797,19,final,Red,"Rhythmay Girdhar",1,LOSE
314797,19,final,Blue,"Niklas Een",21,WIN
314798,19,final,Red,"Niklas Een",0,CRASH
314798,19,final,Blue,"Rhythmay Girdhar",21,WIN
314799,19,final,Red,"Pieter Marsman",1,LOSE
314799,19,final,Blue,"Alvaro Begue",21,WIN
314800,19,final,Red,"Alvaro Begue",21,WIN
314800,19,final,Blue,"Pieter Marsman",1,LOSE
314801,19,final,Red,"Rens van der Avoird",1,LOSE
314801,19,final,Blue,"Nikita Kurgin",21,WIN
314802,19,final,Red,"Nikita Kurgin",21,WIN
314802,19,final,Blue,"Rens van der Avoird",1,LOSE
314803,19,final,Red,"Akhil Konduru",1,LOSE
314803,19,final,Blue,"Louis Verhaard",21,WIN
314804,19,final,Red,"Louis Verhaard",21,WIN
314804,19,final,Blue,"Akhil Konduru",1,LOSE
314805,19,final,Red,"Bas van der Ven",1,LOSE
314805,19,final,Blue,"Tapani Utriainen",21,WIN
314806,19,final,Red,"Tapani Utriainen",21,WIN
314806,19,final,Blue,"Bas van der Ven",1,LOSE
314807,19,final,Red,"Emil Riedeman",1,LOSE
314807,19,final,Blue,"Jan Nunnink",21,WIN
314808,19,final,Red,"Jan Nunnink",21,WIN
314808,19,final,Blue,"Emil Riedeman",1,LOSE
314809,20,final,Red,"Alan Ansell",21,WIN
314809,20,final,Blue,"Mark ter Brugge",1,LOSE
314810,20,final,Red,"Mark ter Brugge",1,LOSE
314810,20,final,Blue,"Alan Ansell",21,WIN
314811,20,final,Red,"Jorik Mandemaker",21,WIN
314811,20,final,Blue,"Maks Verver",1,LOSE
314812,20,final,Red,"Maks Verver",11,DRAW
314812,20,final,Blue,"Jorik Mandemaker",11,DRAW
314813,20,final,Red,"Arco Voets",0,TIMEOUT
314813,20,final,Blue,"Marc Oldenhof",21,WIN
314814,20,final,Red,"Marc Oldenhof",21,WIN
314814,20,final,Blue,"Arco Voets",1,LOSE
314815,20,final,Red,"Fakih Karademir",1,LOSE
314815,20,final,Blue,"Peter van den Brand",21,WIN
314816,20,final,Red,"Peter van den Brand",21,WIN
314816,20,final,Blue,"Fakih Karademir",1,LOSE
314817,20,final,Red,"Jelle van der Drift",1,LOSE
314817,20,final,Blue,"Marcel Vlastuin",21,WIN
314818,20,final,Red,"Marcel Vlastuin",21,WIN
314818,20,final,Blue,"Jelle van der Drift",1,LOSE
314819,20,final,Red,"Marty McScan",21,WIN
314819,20,final,Blue,"Matthijs Tijink",0,TIMEOUT
314820,20,final,Red,"Matthijs Tijink",0,TIMEOUT
314820,20,final,Blue,"Marty McScan",21,WIN
314821,20,final,Red,"Abdessamad El Kasimi",1,LOSE
314821,20,final,Blue,"Niklas Een",21,WIN
314822,20,final,Red,"Niklas Een",21,WIN
314822,20,final,Blue,"Abdessamad El Kasimi",1,LOSE
314823,20,final,Red,"Jelle van Cappelle",1,LOSE
314823,20,final,Blue,"Alvaro Begue",21,WIN
314824,20,final,Red,"Alvaro Begue",21,WIN
314824,20,final,Blue,"Jelle van Cappelle",1,LOSE
314825,20,final,Red,"Rhythmay Girdhar",1,LOSE
314825,20,final,Blue,"Nikita Kurgin",21,WIN
314826,20,final,Red,"Nikita Kurgin",0,ILLEGAL
314826,20,final,Blue,"Rhythmay Girdhar",21,WIN
314827,20,final,Red,"Pieter Marsman",1,LOSE
314827,20,final,Blue,"Louis Verhaard",21,WIN
314828,20,final,Red,"Louis Verhaard",21,WIN
314828,20,final,Blue,"Pieter Marsman",1,LOSE
314829,20,final,Red,"Rens van der Avoird",1,LOSE
314829,20,final,Blue,"Tapani Utriainen",21,WIN
314830,20,final,Red,"Tapani Utriainen",21,WIN
314830,20,final,Blue,"Rens van der Avoird",1,LOSE
314831,20,final,Red,"Akhil Konduru",21,WIN
314831,20,final,Blue,"Jan Nunnink",1,LOSE
314832,20,final,Red,"Jan Nunnink",21,WIN
314832,20,final,Blue,"Akhil Konduru",0,TIMEOUT
314833,20,final,Red,"Bas van der Ven",11,DRAW
314833,20,final,Blue,"Emil Riedeman",11,DRAW
314834,20,final,Red,"Emil Riedeman",11,DRAW
314834,20,final,Blue,"Bas van der Ven",11,DRAW
314835,21,final,Red,"Alan Ansell",21,WIN
314835,21,final,Blue,"Maks Verver",1,LOSE
314836,21,final,Red,"Maks Verver",1,LOSE
314836,21,final,Blue,"Alan Ansell",21,WIN
314837,21,final,Red,"Mark ter Brugge",1,LOSE
314837,21,final,Blue,"Marc Oldenhof",21,WIN
314838,21,final,Red,"Marc Oldenhof",21,WIN
314838,21,final,Blue,"Mark ter Brugge",1,LOSE
314839,21,final,Red,"Jorik Mandemaker",21,WIN
314839,21,final,Blue,"Peter van den Brand",1,LOSE
314840,21,final,Red,"Peter van den Brand",1,LOSE
314840,21,final,Blue,"Jorik Mandemaker",21,WIN
314841,21,final,Red,"Arco Voets",1,LOSE
314841,21,final,Blue,"Marcel Vlastuin",21,WIN
314842,21,final,Red,"Marcel Vlastuin",1,LOSE
314842,21,final,Blue,"Arco Voets",21,WIN
314843,21,final,Red,"Fakih Karademir",1,LOSE
314843,21,final,Blue,"Matthijs Tijink",21,WIN
314844,21,final,Red,"Matthijs Tijink",21,WIN
314844,21,final,Blue,"Fakih Karademir",1,LOSE
314845,21,final,Red,"Jelle van der Drift",1,LOSE
314845,21,final,Blue,"Niklas Een",21,WIN
314846,21,final,Red,"Niklas Een",21,WIN
314846,21,final,Blue,"Jelle van der Drift",1,LOSE
314847,21,final,Red,"Marty McScan",1,LOSE
314847,21,final,Blue,"Alvaro Begue",21,WIN
314848,21,final,Red,"Alvaro Begue",21,WIN
314848,21,final,Blue,"Marty McScan",1,LOSE
314849,21,final,Red,"Abdessamad El Kasimi",1,LOSE
314849,21,final,Blue,"Nikita Kurgin",21,WIN
314850,21,final,Red,"Nikita Kurgin",21,WIN
314850,21,final,Blue,"Abdessamad El Kasimi",1,LOSE
314851,21,final,Red,"Jelle van Cappelle",1,LOSE
314851,21,final,Blue,"Louis Verhaard",21,WIN
314852,21,final,Red,"Louis Verhaard",21,WIN
314852,21,final,Blue,"Jelle van Cappelle",1,LOSE
314853,21,final,Red,"Rhythmay Girdhar",1,LOSE
314853,21,final,Blue,"Tapani Utriainen",21,WIN
314854,21,final,Red,"Tapani Utriainen",0,ILLEGAL
314854,21,final,Blue,"Rhythmay Girdhar",21,WIN
314855,21,final,Red,"Pieter Marsman",21,WIN
314855,21,final,Blue,"Jan Nunnink",1,LOSE
314856,21,final,Red,"Jan Nunnink",1,LOSE
314856,21,final,Blue,"Pieter Marsman",21,WIN
314857,21,final,Red,"Rens van der Avoird",21,WIN
314857,21,final,Blue,"Emil Riedeman",1,LOSE
314858,21,final,Red,"Emil Riedeman",1,LOSE
314858,21,final,Blue,"Rens van der Avoird",21,WIN
314859,21,final,Red,"Akhil Konduru",21,WIN
314859,21,final,Blue,"Bas van der Ven",1,LOSE
314860,21,final,Red,"Bas van der Ven",21,WIN
314860,21,final,Blue,"Akhil Konduru",0,TIMEOUT
314861,22,final,Red,"Alan Ansell",21,WIN
314861,22,final,Blue,"Marc Oldenhof",1,LOSE
314862,22,final,Red,"Marc Oldenhof",1,LOSE
314862,22,final,Blue,"Alan Ansell",21,WIN
314863,22,final,Red,"Maks Verver",1,LOSE
314863,22,final,Blue,"Peter van den Brand",21,WIN
314864,22,final,Red,"Peter van den Brand",21,WIN
314864,22,final,Blue,"Maks Verver",1,LOSE
314865,22,final,Red,"Mark ter Brugge",21,WIN
314865,22,final,Blue,"Marcel Vlastuin",1,LOSE
314866,22,final,Red,"Marcel Vlastuin",1,LOSE
314866,22,final,Blue,"Mark ter Brugge",21,WIN
314867,22,final,Red,"Jorik Mandemaker",1,LOSE
314867,22,final,Blue,"Matthijs Tijink",21,WIN
314868,22,final,Red,"Matthijs Tijink",21,WIN
314868,22,final,Blue,"Jorik Mandemaker",1,LOSE
314869,22,final,Red,"Arco Voets",1,LOSE
314869,22,final,Blue,"Niklas Een",21,WIN
314870,22,final,Red,"Niklas Een",21,WIN
314870,22,final,Blue,"Arco Voets",1,LOSE
314871,22,final,Red,"Fakih Karademir",1,LOSE
314871,22,final,Blue,"Alvaro Begue",21,WIN
314872,22,final,Red,"Alvaro Begue",21,WIN
314872,22,final,Blue,"Fakih Karademir",1,LOSE
314873,22,final,Red,"Jelle van der Drift",1,LOSE
314873,22,final,Blue,"Nikita Kurgin",21,WIN
314874,22,final,Red,"Nikita Kurgin",21,WIN
314874,22,final,Blue,"Jelle van der Drift",1,LOSE
314875,22,final,Red,"Marty McScan",1,LOSE
314875,22,final,Blue,"Louis Verhaard",21,WIN
314876,22,final,Red,"Louis Verhaard",21,WIN
314876,22,final,Blue,"Marty McScan",1,LOSE
314877,22,final,Red,"Abdessamad El Kasimi",1,LOSE
314877,22,final,Blue,"Tapani Utriainen",21,WIN
314878,22,final,Red,"Tapani Utriainen",21,WIN
314878,22,final,Blue,"Abdessamad El Kasimi",1,LOSE
314879,22,final,Red,"Jelle van Cappelle",21,WIN
314879,22,final,Blue,"Jan Nunnink",1,LOSE
314880,22,final,Red,"Jan Nunnink",1,LOSE
314880,22,final,Blue,"Jelle van Cappelle",21,WIN
314881,22,final,Red,"Rhythmay Girdhar",21,WIN
314881,22,final,Blue,"Emil Riedeman",1,LOSE
314882,22,final,Red,"Emil Riedeman",11,DRAW
314882,22,final,Blue,"Rhythmay Girdhar",11,DRAW
314883,22,final,Red,"Pieter Marsman",21,WIN
314883,22,final,Blue,"Bas van der Ven",1,LOSE
314884,22,final,Red,"Bas van der Ven",1,LOSE
314884,22,final,Blue,"Pieter Marsman",21,WIN
314885,22,final,Red,"Rens van der Avoird",21,WIN
314885,22,final,Blue,"Akhil Konduru",1,LOSE
314886,22,final,Red,"Akhil Konduru",1,LOSE
314886,22,final,Blue,"Rens van der Avoird",21,WIN
314887,23,final,Red,"Alan Ansell",21,WIN
314887,23,final,Blue,"Peter van den Brand",1,LOSE
314888,23,final,Red,"Peter van den Brand",1,LOSE
314888,23,final,Blue,"Alan Ansell",21,WIN
314889,23,final,Red,"Marc Oldenhof",21,WIN
314889,23,final,Blue,"Marcel Vlastuin",1,LOSE
314890,23,final,Red,"Marcel Vlastuin",1,LOSE
314890,23,final,Blue,"Marc Oldenhof",21,WIN
314891,23,final,Red,"Maks Verver",1,LOSE
314891,23,final,Blue,"Matthijs Tijink",21,WIN
314892,23,final,Red,"Matthijs Tijink",0,TIMEOUT
314892,23,final,Blue,"Maks Verver",21,WIN
314893,23,final,Red,"Mark ter Brugge",1,LOSE
314893,23,final,Blue,"Niklas Een",21,WIN
314894,23,final,Red,"Niklas Een",21,WIN
314894,23,final,Blue,"Mark ter Brugge",1,LOSE
314895,23,final,Red,"Jorik Mandemaker",1,LOSE
314895,23,final,Blue,"Alvaro Begue",21,WIN
314896,23,final,Red,"Alvaro Begue",21,WIN
314896,23,final,Blue,"Jorik Mandemaker",1,LOSE
314897,23,final,Red,"Arco Voets",1,LOSE
314897,23,final,Blue,"Nikita Kurgin",21,WIN
314898,23,final,Red,"Nikita Kurgin",21,WIN
314898,23,final,Blue,"Arco Voets",1,LOSE
314899,23,final,Red,"Fakih Karademir",1,LOSE
314899,23,final,Blue,"Louis Verhaard",21,WIN
314900,23,final,Red,"Louis Verhaard",21,WIN
314900,23,final,Blue,"Fakih Karademir",1,LOSE
314901,23,final,Red,"Jelle van der Drift",1,LOSE
314901,23,final,Blue,"Tapani Utriainen",21,WIN
314902,23,final,Red,"Tapani Utriainen",21,WIN
314902,23,final,Blue,"Jelle van der Drift",1,LOSE
314903,23,final,Red,"Marty McScan",21,WIN
314903,23,final,Blue,"Jan Nunnink",1,LOSE
314904,23,final,Red,"Jan Nunnink",1,LOSE
314904,23,final,Blue,"Marty McScan",21,WIN
314905,23,final,Red,"Abdessamad El Kasimi",21,WIN
314905,23,final,Blue,"Emil Riedeman",1,LOSE
314906,23,final,Red,"Emil Riedeman",1,LOSE
314906,23,final,Blue,"Abdessamad El Kasimi",21,WIN
314907,23,final,Red,"Jelle van Cappelle",21,WIN
314907,23,final,Blue,"Bas van der Ven",1,LOSE
314908,23,final,Red,"Bas van der Ven",1,LOSE
314908,23,final,Blue,"Jelle van Cappelle",21,WIN
314909,23,final,Red,"Rhythmay Girdhar",21,WIN
314909,23,final,Blue,"Akhil Konduru",0,TIMEOUT
314910,23,final,Red,"Akhil Konduru",0,ILLEGAL
314910,23,final,Blue,"Rhythmay Girdhar",21,WIN
314911,23,final,Red,"Pieter Marsman",1,LOSE
314911,23,final,Blue,"Rens van der Avoird",21,WIN
314912,23,final,Red,"Rens van der Avoird",21,WIN
314912,23,final,Blue,"Pieter Marsman",1,LOSE
314913,24,final,Red,"Alan Ansell",21,WIN
314913,24,final,Blue,"Marcel Vlastuin",1,LOSE
314914,24,final,Red,"Marcel Vlastuin",1,LOSE
314914,24,final,Blue,"Alan Ansell",21,WIN
314915,24,final,Red,"Peter van den Brand",21,WIN
314915,24,final,Blue,"Matthijs Tijink",0,TIMEOUT
314916,24,final,Red,"Matthijs Tijink",0,TIMEOUT
